__offset_hoist;__offset_r;hoist;objective;r;_objective;_source
0;0;[1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];1066;[0, 193, 335, 489, 636, 695, 784, 891, 979, 1001, 738, 855, 929, 50, 162, 344, 456, 521, 604, 686, 758, 796, 199, 316, 384];1066.0;gibbs
0;0;[1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1];1022;[0, 189, 301, 444, 556, 621, 764, 846, 939, 966, 693, 810, 884, 45, 157, 299, 411, 476, 559, 641, 708, 751, 79, 196, 248];1022.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];1030;[0, 181, 293, 435, 547, 602, 716, 798, 886, 908, 645, 762, 836, 36, 148, 290, 402, 457, 540, 622, 689, 913, 100, 233, 315];1030.0;gibbs
0;0;[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2];1072;[0, 181, 293, 435, 547, 602, 685, 806, 885, 1016, 730, 847, 926, 37, 149, 291, 432, 497, 616, 707, 774, 977, 75, 192, 245];1072.0;gibbs
0;0;[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];582;[0, 183, 295, 443, 557, 39, 122, 260, 327, 349, 43, 160, 212, 411, 523, 84, 201, 266, 349, 443, 510, 121, 168, 303, 385];582.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1];980;[0, 181, 293, 435, 547, 602, 686, 798, 886, 908, 645, 762, 836, 36, 148, 290, 402, 457, 540, 622, 689, 0, 75, 192, 244];980.0;gibbs
0;0;[1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];1199;[0, 181, 293, 435, 547, 602, 714, 796, 863, 1133, 912, 1029, 1081, 75, 187, 350, 462, 517, 600, 682, 764, 981, 118, 235, 299];1199.0;gibbs
0;0;[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2];586;[0, 183, 299, 445, 560, 39, 122, 264, 332, 354, 41, 160, 216, 416, 528, 84, 201, 256, 339, 429, 496, 121, 168, 303, 375];586.0;gibbs
0;0;[1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];977;[0, 181, 293, 435, 547, 602, 685, 817, 885, 907, 730, 847, 926, 133, 245, 387, 499, 554, 637, 719, 786, 973, 167, 284, 336];977.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];980;[0, 181, 293, 435, 547, 602, 716, 798, 886, 908, 645, 762, 836, 37, 149, 310, 422, 477, 560, 702, 799, 587, 86, 212, 264];980.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1];981;[0, 181, 293, 435, 547, 602, 716, 798, 886, 908, 645, 762, 836, 36, 148, 290, 402, 467, 574, 716, 813, 646, 70, 187, 244];981.0;gibbs
0;0;[1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2];966;[0, 231, 373, 575, 722, 787, 920, 96, 192, 120, 46, 193, 245, 425, 537, 679, 791, 846, 929, 49, 145, 73, 475, 622, 704];966.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2];1126;[0, 181, 293, 435, 547, 602, 685, 767, 860, 1073, 814, 931, 983, 37, 149, 320, 433, 488, 571, 653, 735, 1054, 105, 222, 274];1126.0;gibbs
0;0;[1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2];958;[0, 181, 293, 435, 547, 602, 686, 768, 835, 857, 645, 762, 814, 36, 148, 290, 402, 457, 550, 642, 709, 906, 115, 233, 315];958.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2];982;[0, 181, 293, 435, 547, 602, 716, 798, 886, 908, 645, 762, 836, 36, 148, 290, 402, 457, 540, 622, 689, 913, 75, 192, 244];982.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];900;[0, 188, 300, 442, 554, 609, 692, 776, 872, 800, 505, 646, 728, 44, 156, 298, 410, 465, 548, 687, 763, 126, 78, 195, 247];900.0;gibbs
0;0;[1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2];958;[0, 181, 293, 435, 547, 602, 686, 768, 835, 857, 645, 762, 814, 36, 148, 290, 402, 457, 550, 642, 709, 906, 115, 233, 315];958.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2];567;[0, 181, 295, 495, 69, 130, 263, 359, 455, 383, 418, 535, 32, 212, 324, 466, 34, 99, 185, 270, 364, 537, 117, 234, 308];567.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2];825;[0, 181, 293, 435, 547, 612, 695, 777, 19, 328, 656, 803, 60, 266, 378, 580, 700, 755, 53, 150, 247, 80, 197, 338, 420];825.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];981;[0, 181, 293, 435, 547, 602, 716, 798, 886, 908, 645, 762, 836, 36, 148, 290, 402, 457, 540, 622, 689, 883, 75, 192, 244];981.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 1, 2, 1];1100;[0, 181, 293, 435, 547, 602, 685, 806, 885, 1017, 730, 847, 926, 6, 148, 290, 402, 467, 600, 707, 774, 978, 75, 192, 244];1100.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2];675;[0, 231, 372, 574, 33, 88, 185, 268, 335, 118, 281, 402, 454, 634, 78, 233, 358, 413, 504, 586, 653, 14, 325, 471, 523];675.0;gibbs
0;0;[1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2];981;[0, 181, 293, 435, 547, 602, 716, 798, 886, 908, 645, 762, 836, 37, 149, 350, 496, 561, 704, 803, 870, 637, 75, 193, 269];981.0;gibbs
0;0;[1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2];570;[0, 188, 300, 442, 1, 56, 153, 265, 332, 86, 535, 112, 189, 376, 488, 79, 226, 291, 408, 518, 44, 321, 253, 375, 444];570.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2];504;[0, 181, 298, 440, 74, 129, 212, 328, 425, 239, 330, 468, 37, 229, 368, 58, 196, 256, 395, 26, 94, 116, 163, 294, 364];504.0;gibbs
0;0;[1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2];970;[0, 229, 341, 543, 690, 745, 828, 910, 33, 115, 162, 287, 369, 549, 661, 803, 915, 970, 83, 165, 232, 586, 633, 750, 828];970.0;gibbs
0;0;[1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];1036;[0, 181, 293, 435, 547, 602, 685, 806, 885, 978, 730, 847, 926, 75, 194, 375, 487, 542, 625, 707, 774, 985, 121, 238, 290];1036.0;gibbs
0;0;[1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2];1042;[0, 181, 293, 435, 547, 602, 685, 806, 885, 978, 730, 847, 926, 75, 194, 375, 487, 542, 625, 707, 774, 985, 121, 238, 290];1042.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 1, 2, 2, 1, 2, 1, 2, 2];1200;[0, 181, 293, 435, 547, 602, 685, 767, 834, 1143, 883, 1000, 1052, 36, 148, 290, 402, 467, 550, 653, 720, 1026, 75, 192, 244];1200.0;gibbs
0;0;[1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];1128;[0, 181, 293, 435, 547, 602, 685, 767, 864, 1074, 814, 931, 983, 36, 148, 290, 402, 467, 560, 668, 735, 1056, 96, 233, 315];1128.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];1022;[0, 181, 293, 435, 547, 602, 694, 776, 864, 886, 645, 762, 814, 1022, 118, 320, 457, 512, 595, 716, 813, 965, 211, 348, 400];1022.0;initial
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];979;[0, 181, 293, 435, 547, 602, 716, 798, 886, 908, 645, 762, 836, 37, 149, 350, 496, 561, 704, 803, 870, 637, 75, 193, 269];979.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2];504;[0, 191, 307, 452, 74, 129, 221, 337, 417, 248, 41, 168, 231, 415, 27, 201, 327, 382, 492, 70, 166, 94, 271, 388, 440];504.0;initial
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];569;[0, 208, 320, 474, 35, 90, 173, 285, 352, 392, 329, 446, 514, 131, 243, 413, 546, 35, 118, 208, 275, 466, 513, 85, 154];569.0;gibbs
0;0;[1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2];1026;[0, 189, 301, 444, 556, 621, 764, 846, 934, 966, 693, 810, 884, 45, 157, 299, 411, 476, 559, 641, 708, 751, 79, 196, 248];1026.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];552;[0, 206, 318, 469, 33, 88, 171, 283, 350, 372, 324, 441, 494, 126, 238, 390, 507, 10, 97, 203, 270, 427, 474, 62, 144];552.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1];1082;[0, 181, 293, 435, 547, 602, 685, 788, 885, 978, 730, 861, 926, 37, 149, 312, 459, 524, 607, 689, 756, 912, 75, 192, 244];1082.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1];993;[0, 181, 293, 435, 547, 602, 716, 798, 886, 908, 645, 769, 836, 36, 148, 290, 402, 457, 574, 716, 813, 646, 75, 192, 244];993.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2];1092;[0, 181, 293, 435, 547, 602, 685, 788, 885, 907, 730, 847, 899, 37, 149, 311, 433, 488, 607, 689, 756, 961, 96, 213, 265];1092.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2];512;[0, 181, 304, 446, 80, 135, 218, 334, 431, 245, 336, 474, 43, 232, 374, 47, 194, 259, 402, 0, 82, 104, 161, 296, 370];512.0;gibbs
0;0;[1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];983;[0, 181, 293, 435, 547, 602, 716, 798, 891, 908, 645, 762, 836, 37, 149, 315, 462, 517, 600, 716, 813, 646, 75, 192, 269];983.0;gibbs
0;0;[1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2];1149;[0, 181, 293, 435, 547, 602, 685, 795, 892, 48, 673, 790, 842, 1022, 1138, 175, 322, 387, 470, 552, 619, 1059, 992, 1113, 37];1149.0;gibbs
0;0;[1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2];735;[0, 231, 373, 575, 687, 8, 151, 274, 371, 568, 103, 250, 302, 494, 632, 41, 153, 208, 342, 468, 535, 398, 515, 632, 684];735.0;gibbs
0;0;[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];912;[0, 181, 293, 435, 547, 602, 685, 769, 836, 858, 492, 639, 721, 912, 119, 261, 373, 428, 511, 593, 660, 790, 46, 163, 215];912.0;gibbs
0;0;[1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2];634;[0, 223, 365, 550, 33, 88, 171, 255, 322, 42, 405, 522, 575, 131, 243, 445, 577, 1, 144, 284, 351, 463, 97, 214, 295];634.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1];984;[0, 181, 293, 435, 547, 602, 716, 798, 886, 927, 645, 762, 836, 36, 148, 290, 402, 457, 540, 664, 761, 959, 75, 192, 244];984.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1];971;[0, 181, 293, 435, 547, 602, 694, 776, 864, 886, 645, 762, 814, 36, 148, 290, 402, 457, 554, 647, 714, 487, 75, 192, 244];971.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1];1134;[0, 181, 293, 435, 547, 602, 685, 767, 834, 1074, 814, 931, 983, 36, 148, 290, 402, 467, 571, 653, 735, 996, 75, 192, 244];1134.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1, 2, 1];1070;[0, 181, 293, 435, 547, 602, 685, 806, 885, 978, 730, 848, 926, 36, 148, 290, 402, 467, 550, 678, 745, 783, 75, 192, 244];1070.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2];1090;[0, 181, 293, 435, 547, 602, 685, 806, 885, 1037, 730, 847, 929, 36, 148, 290, 402, 467, 596, 678, 745, 788, 75, 192, 244];1090.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2];1171;[0, 181, 293, 435, 547, 602, 685, 767, 864, 1073, 814, 931, 983, 37, 149, 291, 433, 488, 571, 653, 720, 872, 75, 193, 245];1171.0;gibbs
0;0;[1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];912;[0, 181, 293, 435, 547, 602, 685, 767, 864, 792, 514, 652, 728, 908, 112, 254, 366, 421, 504, 586, 682, 610, 64, 211, 287];912.0;gibbs
0;0;[1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];789;[0, 181, 293, 435, 547, 602, 736, 43, 140, 328, 505, 639, 691, 89, 201, 343, 455, 510, 593, 675, 771, 699, 106, 231, 288];789.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];550;[0, 206, 318, 469, 33, 88, 171, 279, 350, 387, 324, 441, 494, 126, 238, 390, 507, 14, 97, 203, 270, 427, 474, 62, 144];550.0;gibbs
0;0;[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2];602;[0, 191, 305, 468, 580, 39, 126, 268, 337, 359, 41, 164, 220, 421, 533, 81, 193, 248, 389, 471, 538, 113, 160, 285, 337];602.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];791;[0, 181, 293, 435, 547, 602, 736, 47, 142, 328, 514, 639, 691, 89, 207, 361, 473, 528, 611, 693, 760, 782, 123, 240, 292];791.0;gibbs
0;0;[1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];882;[0, 181, 293, 435, 547, 602, 685, 769, 836, 218, 514, 639, 721, 36, 148, 305, 417, 472, 555, 680, 747, 113, 160, 277, 330];882.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];1071;[0, 181, 293, 435, 547, 602, 685, 788, 885, 978, 730, 847, 926, 37, 149, 316, 428, 483, 566, 648, 715, 912, 71, 218, 270];1071.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2];1096;[0, 181, 293, 435, 547, 602, 685, 806, 885, 1017, 730, 847, 926, 36, 148, 290, 402, 467, 610, 693, 778, 978, 75, 192, 244];1096.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2];1033;[0, 181, 293, 435, 547, 602, 685, 788, 885, 978, 730, 847, 926, 75, 196, 338, 462, 517, 607, 689, 756, 939, 109, 226, 278];1033.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 1, 1];875;[0, 181, 293, 435, 547, 602, 736, 833, 46, 763, 514, 639, 691, 875, 133, 275, 387, 442, 525, 607, 674, 696, 100, 247, 329];875.0;gibbs
0;0;[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 2, 2, 2, 1, 2, 1];1206;[0, 181, 293, 435, 547, 612, 695, 777, 844, 1153, 893, 1010, 1062, 36, 148, 290, 402, 467, 580, 663, 745, 1161, 75, 192, 244];1206.0;gibbs
0;0;[1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];984;[0, 181, 293, 435, 547, 602, 716, 798, 886, 908, 645, 762, 836, 37, 149, 315, 462, 527, 610, 716, 804, 646, 75, 193, 245];984.0;gibbs
0;0;[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2];588;[0, 183, 295, 447, 566, 39, 122, 260, 327, 349, 41, 160, 212, 414, 526, 87, 199, 254, 337, 450, 517, 94, 150, 297, 373];588.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2];688;[0, 231, 373, 575, 33, 90, 187, 269, 336, 120, 286, 403, 455, 635, 60, 234, 373, 428, 517, 599, 666, 1, 340, 473, 545];688.0;gibbs
0;0;[1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2];754;[0, 211, 353, 546, 693, 4, 136, 275, 363, 48, 95, 239, 313, 501, 643, 40, 173, 230, 313, 395, 462, 77, 535, 652, 704];754.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1];1022;[0, 189, 301, 444, 556, 621, 764, 846, 934, 966, 693, 810, 884, 45, 157, 299, 411, 476, 559, 641, 708, 751, 79, 196, 248];1022.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2];516;[0, 193, 305, 466, 65, 120, 231, 335, 431, 359, 163, 308, 371, 38, 163, 341, 453, 0, 83, 193, 260, 217, 420, 39, 119];516.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2];991;[0, 181, 293, 435, 547, 602, 685, 806, 885, 920, 730, 847, 926, 121, 233, 375, 487, 542, 625, 707, 774, 973, 155, 272, 324];991.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 1];978;[0, 181, 293, 436, 548, 603, 704, 786, 875, 897, 646, 773, 825, 37, 149, 291, 403, 468, 560, 658, 725, 588, 75, 192, 244];978.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];982;[0, 181, 293, 435, 547, 602, 716, 798, 886, 908, 645, 762, 836, 36, 148, 290, 402, 467, 610, 716, 796, 646, 75, 192, 244];982.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1];1127;[0, 181, 293, 435, 547, 602, 685, 767, 864, 1074, 814, 931, 983, 36, 148, 290, 402, 467, 571, 653, 735, 1035, 75, 192, 244];1127.0;gibbs
0;0;[1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2];969;[0, 181, 293, 436, 548, 603, 704, 786, 875, 897, 646, 773, 825, 37, 149, 291, 403, 468, 560, 658, 725, 588, 75, 192, 244];969.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];1097;[0, 181, 293, 435, 547, 602, 685, 767, 860, 1035, 814, 931, 983, 67, 179, 321, 433, 488, 571, 653, 735, 996, 75, 209, 261];1097.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];567;[0, 181, 293, 494, 41, 96, 210, 323, 390, 412, 349, 466, 519, 139, 251, 393, 510, 0, 83, 173, 240, 430, 477, 39, 119];567.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];571;[0, 213, 325, 474, 35, 90, 178, 290, 357, 392, 329, 446, 514, 130, 243, 413, 546, 35, 118, 208, 275, 466, 513, 85, 154];571.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2];486;[0, 181, 297, 439, 73, 128, 211, 328, 424, 238, 329, 467, 36, 229, 368, 57, 196, 256, 395, 25, 92, 116, 163, 293, 363];486.0;gibbs
0;0;[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];844;[0, 181, 293, 446, 558, 613, 696, 793, 46, 328, 525, 663, 730, 90, 213, 355, 467, 522, 605, 687, 775, 797, 0, 117, 169];844.0;initial
0;0;[1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];1152;[0, 181, 293, 435, 547, 602, 685, 767, 860, 1073, 814, 931, 983, 37, 149, 320, 433, 488, 571, 653, 735, 1054, 105, 222, 274];1152.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];566;[0, 208, 320, 474, 35, 90, 173, 255, 352, 377, 329, 446, 514, 131, 243, 413, 546, 35, 118, 208, 275, 466, 513, 73, 154];566.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2];900;[0, 181, 293, 435, 547, 602, 685, 782, 849, 712, 514, 639, 691, 871, 98, 240, 352, 407, 490, 572, 639, 791, 57, 193, 275];900.0;gibbs
0;0;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];1095;[0, 181, 293, 435, 547, 602, 685, 788, 885, 907, 730, 847, 926, 37, 149, 310, 441, 497, 607, 689, 756, 987, 95, 212, 264];1095.0;gibbs
0;0;[1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2];1074;[0, 181, 311, 453, 565, 630, 747, 889, 956, 218, 45, 192, 274, 458, 600, 742, 854, 909, 992, 1074, 67, 238, 428, 575, 657];1074.0;gibbs
0;0;[1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2];1096;[0, 181, 293, 435, 547, 602, 685, 806, 885, 1017, 730, 847, 926, 36, 148, 290, 402, 467, 600, 712, 787, 978, 75, 192, 244];1096.0;gibbs
