__offset_assign;assign;objective;_objective;_source
1;[0, 4, 40, 0, 0, 1, 6, 30, 42, 8, 7, 0, 43, 0, 0, 29, 31, 2, 26, 9, 0, 18, 10, 42, 26, 36, 24, 17, 0, 38, 6, 29, 0, 13, 45, 32, 39, 5, 12, 12, 14, 16, 11, 20, 0, 23, 46, 21, 25, 0, 28, 37, 9, 50, 34, 3, 33, 19, 44, 20];3122250;3122250.0;gibbs
1;[0, 4, 40, 0, 0, 1, 6, 30, 7, 8, 21, 0, 43, 42, 50, 29, 31, 2, 26, 9, 12, 18, 0, 7, 26, 36, 24, 0, 0, 38, 6, 29, 0, 13, 45, 32, 10, 0, 23, 0, 14, 16, 5, 11, 47, 39, 46, 25, 0, 20, 28, 37, 9, 17, 34, 3, 33, 19, 44, 11];3392496;3392496.0;gibbs
1;[0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 43, 0, 0, 0, 0, 0, 0, 30, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];464253;464253.0;gibbs
1;[0, 4, 22, 0, 0, 0, 6, 30, 5, 9, 7, 0, 15, 0, 0, 45, 0, 1, 0, 13, 0, 0, 0, 21, 3, 0, 39, 0, 0, 45, 6, 0, 0, 0, 37, 40, 10, 0, 24, 21, 27, 0, 12, 5, 47, 36, 2, 0, 0, 0, 42, 33, 8, 25, 23, 16, 11, 20, 34, 50];2530512;2530512.0;gibbs
1;[0, 18, 38, 0, 0, 0, 34, 5, 42, 33, 7, 0, 40, 0, 50, 41, 8, 1, 34, 10, 11, 31, 0, 42, 49, 2, 39, 10, 0, 41, 29, 43, 0, 15, 32, 26, 36, 0, 24, 2, 48, 9, 20, 28, 47, 46, 23, 17, 25, 30, 12, 37, 13, 21, 6, 22, 14, 16, 44, 28];3418067;3418067.0;gibbs
1;[0, 0, 22, 0, 0, 23, 42, 0, 7, 34, 21, 0, 0, 0, 0, 45, 26, 1, 0, 5, 12, 37, 0, 11, 40, 20, 39, 42, 0, 45, 0, 0, 28, 43, 15, 33, 10, 0, 24, 20, 4, 8, 30, 5, 47, 36, 46, 0, 25, 0, 50, 0, 0, 17, 6, 3, 2, 44, 0, 11];2876178;2876178.0;gibbs
1;[0, 4, 22, 0, 0, 0, 6, 30, 12, 16, 7, 0, 0, 0, 0, 5, 26, 21, 45, 25, 11, 45, 0, 12, 0, 23, 39, 25, 0, 6, 34, 31, 0, 15, 40, 0, 10, 0, 24, 24, 3, 44, 20, 28, 47, 36, 46, 0, 42, 0, 50, 37, 0, 17, 33, 43, 9, 1, 0, 28];2937565;2937565.0;gibbs
1;[0, 0, 0, 0, 0, 1, 0, 30, 0, 0, 7, 0, 0, 0, 12, 0, 0, 2, 0, 0, 0, 37, 0, 0, 0, 36, 39, 0, 0, 45, 0, 8, 0, 0, 0, 0, 0, 0, 24, 0, 4, 0, 0, 5, 47, 10, 0, 25, 0, 0, 42, 0, 0, 17, 0, 0, 34, 33, 0, 0];1833875;1833875.0;gibbs
1;[0, 18, 38, 0, 0, 0, 9, 5, 42, 33, 11, 0, 13, 0, 50, 41, 31, 1, 40, 14, 20, 40, 10, 42, 49, 36, 39, 0, 0, 8, 29, 43, 0, 15, 32, 26, 46, 0, 2, 36, 4, 19, 12, 0, 47, 23, 24, 17, 25, 30, 7, 48, 14, 21, 6, 22, 34, 16, 44, 28];3215317;3215317.0;gibbs
1;[0, 0, 22, 0, 0, 23, 42, 0, 7, 34, 21, 0, 0, 0, 0, 45, 26, 1, 7, 5, 0, 37, 0, 11, 40, 20, 39, 42, 0, 45, 0, 9, 28, 8, 0, 33, 10, 0, 24, 20, 31, 0, 30, 5, 47, 36, 46, 50, 25, 0, 0, 15, 0, 17, 6, 3, 2, 44, 12, 11];2704228;2704228.0;gibbs
1;[0, 6, 45, 0, 0, 23, 16, 5, 11, 8, 7, 0, 15, 0, 0, 29, 0, 1, 18, 9, 20, 38, 10, 17, 18, 39, 24, 11, 0, 33, 16, 29, 0, 40, 31, 32, 12, 0, 2, 2, 13, 35, 28, 0, 47, 46, 36, 42, 50, 30, 21, 41, 9, 25, 14, 22, 34, 19, 44, 17];3214330;3214330.0;gibbs
1;[0, 0, 22, 0, 0, 23, 42, 0, 7, 34, 21, 0, 0, 0, 0, 45, 26, 1, 0, 5, 0, 37, 0, 11, 40, 20, 39, 42, 0, 40, 7, 0, 28, 8, 0, 33, 10, 0, 24, 20, 31, 0, 30, 5, 47, 36, 46, 0, 25, 0, 50, 15, 0, 17, 6, 3, 2, 44, 12, 11];2719526;2719526.0;gibbs
1;[0, 8, 26, 0, 0, 23, 9, 5, 11, 33, 7, 0, 6, 0, 42, 13, 29, 1, 4, 14, 20, 31, 0, 21, 27, 36, 39, 0, 0, 15, 9, 18, 0, 40, 45, 43, 10, 0, 24, 36, 3, 32, 12, 11, 47, 46, 2, 28, 25, 30, 50, 37, 13, 17, 16, 0, 34, 19, 44, 21];3410705;3410705.0;gibbs
1;[23, 0, 26, 0, 0, 0, 0, 30, 7, 0, 21, 0, 0, 0, 0, 15, 0, 1, 0, 23, 12, 37, 0, 7, 31, 36, 39, 0, 0, 45, 9, 0, 0, 40, 43, 0, 2, 0, 24, 24, 4, 0, 5, 11, 47, 10, 0, 25, 0, 0, 42, 50, 6, 17, 33, 22, 34, 16, 0, 11];2727529;2727529.0;gibbs
1;[0, 0, 40, 0, 0, 1, 6, 30, 42, 8, 7, 0, 43, 0, 0, 29, 31, 2, 26, 9, 0, 18, 10, 42, 26, 36, 24, 17, 0, 38, 6, 29, 0, 13, 45, 32, 39, 5, 12, 12, 14, 16, 11, 20, 47, 23, 46, 21, 25, 0, 28, 37, 9, 50, 34, 3, 33, 19, 44, 20];3260899;3260899.0;gibbs
1;[5, 31, 26, 0, 0, 23, 9, 30, 7, 0, 21, 0, 0, 42, 11, 45, 15, 1, 45, 13, 12, 37, 0, 7, 3, 36, 39, 0, 0, 14, 9, 34, 0, 40, 43, 44, 2, 0, 24, 24, 4, 8, 20, 28, 47, 10, 46, 25, 0, 0, 50, 18, 13, 17, 33, 22, 19, 6, 0, 28];3267115;3267115.0;gibbs
1;[0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 7, 0, 0, 0, 21, 5, 26, 0, 0, 25, 0, 0, 0, 12, 0, 0, 0, 25, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 47, 23, 39, 0, 0, 0, 42, 6, 0, 17, 0, 37, 24, 1, 9, 11];1644091;1644091.0;gibbs
1;[0, 6, 45, 5, 11, 23, 16, 20, 5, 8, 28, 0, 15, 42, 7, 29, 37, 1, 18, 9, 0, 38, 0, 17, 18, 39, 24, 0, 0, 33, 16, 29, 0, 40, 31, 32, 10, 0, 2, 2, 13, 35, 30, 0, 47, 46, 36, 12, 50, 0, 21, 41, 0, 25, 14, 22, 34, 19, 44, 17];3116117;3116117.0;gibbs
1;[0, 4, 40, 0, 0, 1, 6, 30, 42, 8, 0, 0, 43, 0, 50, 29, 31, 2, 26, 9, 0, 18, 10, 42, 17, 36, 24, 17, 0, 38, 6, 29, 0, 13, 45, 32, 39, 0, 23, 23, 14, 16, 5, 11, 12, 47, 0, 7, 25, 20, 28, 37, 9, 21, 34, 3, 33, 19, 44, 11];3178466;3178466.0;gibbs
1;[0, 4, 31, 0, 0, 0, 34, 5, 42, 33, 11, 0, 6, 0, 50, 18, 49, 1, 34, 36, 20, 38, 0, 42, 8, 2, 39, 36, 0, 45, 29, 18, 0, 40, 32, 26, 10, 0, 24, 0, 41, 15, 12, 28, 47, 46, 23, 17, 25, 30, 7, 48, 8, 21, 9, 22, 13, 16, 44, 28];3389915;3389915.0;gibbs
1;[0, 4, 45, 0, 0, 23, 6, 30, 42, 9, 7, 0, 15, 0, 5, 18, 35, 1, 27, 13, 11, 22, 0, 42, 27, 2, 39, 0, 0, 8, 29, 18, 0, 37, 38, 40, 36, 0, 24, 24, 3, 32, 12, 20, 47, 10, 46, 17, 25, 28, 50, 26, 13, 21, 33, 6, 14, 16, 34, 20];3423044;3423044.0;initial
1;[39, 0, 26, 0, 0, 0, 0, 0, 12, 34, 0, 0, 40, 0, 42, 18, 24, 0, 0, 39, 0, 31, 0, 12, 0, 0, 0, 0, 0, 49, 33, 37, 0, 0, 0, 0, 0, 0, 0, 33, 3, 0, 0, 0, 47, 0, 0, 25, 50, 30, 7, 0, 5, 21, 1, 11, 0, 6, 36, 11];1656488;1656488.0;gibbs
1;[0, 4, 22, 0, 0, 0, 6, 30, 5, 9, 7, 0, 0, 0, 0, 45, 0, 1, 0, 13, 0, 0, 0, 21, 0, 0, 39, 0, 0, 45, 6, 0, 0, 0, 37, 40, 0, 0, 24, 0, 27, 0, 12, 5, 47, 10, 2, 17, 0, 0, 42, 33, 13, 25, 23, 16, 11, 20, 34, 50];2478015;2478015.0;gibbs
1;[0, 40, 18, 0, 0, 1, 9, 5, 42, 8, 11, 0, 15, 0, 50, 38, 31, 2, 49, 13, 20, 49, 0, 42, 14, 36, 23, 0, 0, 29, 9, 41, 0, 43, 45, 26, 10, 0, 24, 6, 6, 35, 12, 28, 47, 46, 39, 17, 25, 30, 7, 48, 14, 21, 16, 3, 19, 33, 34, 28];3423044;3423044.0;gibbs
1;[0, 18, 38, 0, 0, 0, 24, 5, 11, 8, 7, 0, 29, 0, 21, 41, 32, 1, 48, 9, 20, 22, 0, 11, 48, 36, 39, 24, 0, 41, 13, 40, 0, 34, 6, 43, 10, 0, 2, 13, 4, 15, 30, 28, 47, 46, 23, 17, 25, 12, 42, 31, 9, 50, 14, 3, 44, 33, 19, 28];3418067;3418067.0;initial
1;[0, 18, 38, 0, 0, 23, 33, 5, 42, 8, 7, 0, 29, 0, 0, 41, 40, 1, 31, 11, 20, 31, 0, 42, 49, 2, 39, 17, 0, 0, 9, 43, 0, 15, 32, 26, 10, 0, 24, 24, 4, 6, 30, 11, 47, 46, 36, 25, 50, 28, 12, 48, 33, 21, 13, 22, 34, 16, 44, 17];3372168;3372168.0;gibbs
1;[30, 4, 22, 0, 0, 0, 6, 0, 12, 16, 7, 0, 0, 0, 0, 5, 26, 21, 45, 25, 11, 45, 0, 12, 3, 23, 39, 25, 0, 0, 34, 31, 0, 0, 40, 15, 10, 0, 24, 24, 49, 44, 20, 5, 47, 36, 46, 42, 0, 28, 50, 8, 6, 17, 33, 43, 9, 1, 2, 30];3053296;3053296.0;gibbs
1;[0, 0, 22, 0, 0, 23, 42, 0, 7, 34, 21, 0, 0, 0, 0, 45, 9, 1, 18, 5, 0, 37, 0, 11, 40, 20, 39, 42, 0, 45, 0, 0, 28, 8, 0, 33, 10, 0, 24, 20, 31, 29, 30, 5, 47, 36, 46, 0, 25, 0, 50, 15, 0, 17, 6, 3, 2, 44, 12, 11];2735920;2735920.0;gibbs
1;[5, 6, 45, 0, 11, 23, 16, 12, 20, 8, 28, 0, 15, 42, 0, 17, 37, 1, 18, 9, 0, 38, 0, 0, 18, 39, 24, 17, 0, 33, 16, 29, 0, 40, 31, 32, 10, 0, 2, 13, 13, 35, 30, 20, 0, 46, 36, 7, 50, 0, 21, 41, 9, 25, 14, 22, 34, 19, 44, 5];3108742;3108742.0;gibbs
1;[0, 0, 0, 42, 0, 0, 0, 30, 5, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 45, 0, 0, 0, 0, 37, 40, 0, 0, 0, 0, 0, 0, 12, 5, 47, 1, 0, 17, 0, 0, 0, 33, 8, 25, 23, 2, 11, 20, 9, 42];1742720;1742720.0;gibbs
1;[0, 6, 45, 0, 0, 23, 16, 30, 42, 8, 7, 0, 15, 17, 0, 29, 37, 1, 18, 9, 12, 38, 0, 42, 18, 39, 24, 0, 0, 33, 16, 29, 0, 40, 31, 32, 10, 0, 2, 2, 13, 35, 5, 11, 47, 46, 36, 25, 50, 20, 21, 41, 0, 28, 14, 22, 34, 19, 44, 11];3387315;3387315.0;gibbs
1;[0, 4, 22, 0, 0, 0, 6, 30, 5, 9, 7, 0, 0, 0, 0, 45, 0, 1, 0, 13, 0, 0, 0, 21, 3, 23, 39, 0, 0, 45, 6, 0, 0, 0, 37, 40, 10, 0, 24, 0, 27, 0, 12, 5, 47, 36, 2, 17, 0, 0, 42, 0, 8, 25, 33, 16, 11, 20, 34, 0];2552368;2552368.0;gibbs
1;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 8, 0, 0, 0, 0, 5, 0, 0, 0, 0, 47, 0, 0, 0, 25, 30, 0, 0, 0, 0, 1, 2, 42, 24, 0, 12];790058;790058.0;gibbs
1;[0, 4, 22, 0, 0, 1, 9, 5, 11, 8, 20, 0, 34, 0, 7, 13, 37, 2, 40, 14, 28, 29, 0, 0, 27, 23, 39, 0, 0, 6, 13, 15, 0, 32, 18, 26, 10, 17, 24, 23, 3, 35, 30, 11, 47, 46, 36, 25, 0, 12, 21, 43, 9, 42, 16, 45, 33, 19, 44, 50];3341538;3341538.0;initial
1;[0, 4, 18, 0, 0, 23, 6, 30, 5, 9, 7, 0, 15, 0, 11, 38, 40, 1, 43, 13, 12, 43, 0, 21, 3, 42, 39, 0, 0, 45, 6, 41, 0, 8, 37, 29, 10, 0, 24, 42, 27, 0, 20, 5, 47, 36, 0, 17, 0, 28, 50, 48, 33, 25, 14, 16, 19, 34, 44, 21];3190037;3190037.0;gibbs
1;[0, 6, 45, 0, 0, 23, 16, 30, 42, 8, 7, 0, 15, 17, 0, 29, 37, 1, 18, 9, 12, 38, 0, 42, 18, 39, 24, 0, 0, 33, 16, 29, 0, 40, 31, 32, 10, 0, 2, 2, 13, 35, 5, 11, 47, 46, 36, 25, 50, 20, 21, 41, 9, 28, 14, 22, 34, 19, 44, 11];3422707;3422707.0;initial
1;[0, 4, 22, 0, 0, 0, 6, 30, 5, 9, 7, 0, 0, 0, 0, 45, 0, 1, 0, 13, 0, 0, 0, 21, 14, 0, 39, 0, 0, 45, 6, 0, 0, 0, 37, 40, 0, 0, 24, 0, 27, 0, 12, 5, 47, 36, 2, 17, 0, 0, 42, 33, 14, 25, 23, 16, 11, 20, 34, 50];2482776;2482776.0;gibbs
1;[0, 4, 40, 0, 0, 1, 6, 5, 7, 8, 21, 0, 43, 0, 42, 26, 31, 2, 18, 9, 11, 18, 0, 7, 3, 36, 24, 0, 0, 38, 6, 29, 0, 13, 45, 32, 10, 0, 23, 36, 14, 16, 20, 28, 47, 39, 46, 17, 25, 12, 50, 37, 9, 30, 34, 22, 33, 19, 44, 28];3423044;3423044.0;gibbs
1;[0, 18, 38, 0, 0, 23, 33, 5, 42, 8, 7, 0, 29, 0, 0, 41, 40, 1, 31, 11, 20, 31, 0, 42, 49, 0, 39, 17, 0, 49, 9, 43, 0, 15, 32, 26, 10, 0, 24, 24, 4, 6, 30, 11, 47, 46, 36, 25, 50, 28, 12, 48, 33, 21, 13, 22, 34, 16, 44, 17];3308336;3308336.0;gibbs
1;[0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 6, 0, 26, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 23, 30, 5, 47, 0, 0, 0, 0, 11, 0, 9, 7, 21, 0, 17, 42, 0, 24, 7];1182093;1182093.0;gibbs
1;[0, 4, 22, 0, 0, 23, 42, 0, 7, 34, 21, 0, 0, 0, 0, 45, 26, 1, 0, 5, 0, 37, 0, 11, 40, 20, 39, 42, 0, 45, 0, 0, 28, 0, 15, 33, 10, 0, 24, 20, 31, 8, 30, 5, 47, 36, 46, 50, 0, 0, 0, 0, 0, 17, 6, 3, 2, 44, 12, 11];2614926;2614926.0;gibbs
1;[0, 0, 22, 0, 0, 23, 42, 0, 12, 0, 7, 0, 0, 0, 0, 5, 6, 21, 0, 25, 11, 0, 0, 12, 45, 0, 39, 25, 0, 45, 34, 0, 0, 15, 40, 0, 10, 0, 24, 24, 3, 44, 20, 5, 47, 36, 46, 50, 0, 0, 30, 37, 42, 17, 33, 43, 0, 1, 9, 28];2744026;2744026.0;gibbs
1;[0, 6, 45, 0, 0, 23, 16, 30, 7, 8, 21, 0, 15, 0, 0, 29, 37, 1, 18, 9, 5, 38, 0, 11, 18, 39, 24, 7, 0, 33, 16, 29, 0, 40, 0, 32, 10, 12, 2, 2, 13, 35, 20, 28, 47, 46, 36, 42, 25, 0, 50, 41, 9, 17, 14, 22, 34, 19, 44, 28];3336539;3336539.0;gibbs
1;[0, 4, 22, 0, 0, 23, 6, 30, 5, 9, 7, 0, 0, 0, 0, 45, 40, 1, 0, 13, 0, 43, 0, 21, 3, 0, 39, 0, 0, 45, 6, 18, 0, 0, 37, 8, 0, 0, 24, 9, 27, 0, 12, 5, 47, 36, 2, 17, 0, 11, 42, 0, 13, 25, 33, 16, 0, 20, 34, 50];2701749;2701749.0;gibbs
1;[0, 18, 38, 0, 0, 23, 9, 5, 11, 33, 7, 0, 13, 0, 0, 41, 8, 1, 14, 14, 20, 40, 0, 42, 19, 2, 39, 0, 0, 31, 29, 43, 0, 37, 32, 26, 10, 12, 24, 24, 4, 15, 30, 11, 47, 46, 36, 17, 25, 28, 21, 35, 9, 50, 6, 22, 34, 16, 44, 42];3415053;3415053.0;gibbs
1;[0, 18, 31, 0, 0, 23, 34, 5, 11, 9, 7, 0, 40, 42, 50, 0, 13, 1, 34, 14, 0, 38, 0, 17, 41, 2, 39, 0, 0, 41, 8, 43, 0, 29, 32, 15, 10, 0, 24, 24, 45, 19, 30, 11, 47, 46, 36, 20, 25, 28, 12, 49, 14, 21, 6, 22, 33, 16, 44, 17];3345240;3345240.0;gibbs
1;[0, 4, 22, 0, 0, 0, 6, 30, 12, 16, 7, 0, 0, 0, 0, 5, 26, 21, 45, 25, 11, 0, 0, 12, 45, 23, 39, 25, 0, 6, 34, 0, 0, 0, 40, 0, 10, 0, 24, 24, 3, 44, 20, 5, 47, 36, 46, 0, 42, 0, 50, 37, 0, 17, 33, 43, 9, 1, 0, 28];2896749;2896749.0;gibbs
1;[0, 3, 26, 0, 0, 23, 6, 5, 7, 34, 21, 0, 8, 0, 0, 18, 0, 11, 9, 9, 20, 31, 0, 7, 45, 0, 39, 0, 0, 49, 33, 38, 0, 37, 40, 43, 10, 0, 24, 34, 4, 15, 30, 28, 47, 46, 36, 25, 42, 12, 50, 44, 6, 17, 1, 22, 2, 0, 13, 28];3148523;3148523.0;gibbs
1;[0, 18, 38, 0, 0, 0, 9, 5, 42, 6, 7, 0, 8, 0, 0, 40, 15, 17, 41, 13, 11, 41, 10, 42, 48, 36, 1, 46, 0, 35, 9, 31, 0, 43, 29, 26, 39, 0, 2, 46, 4, 14, 12, 20, 47, 24, 23, 25, 21, 28, 30, 49, 13, 50, 33, 3, 19, 16, 34, 20];3380838;3380838.0;gibbs
1;[0, 9, 13, 0, 0, 23, 14, 5, 11, 6, 7, 0, 15, 0, 42, 8, 29, 1, 4, 10, 20, 26, 0, 21, 27, 36, 39, 10, 0, 35, 33, 18, 0, 40, 45, 43, 24, 0, 0, 36, 3, 32, 30, 11, 12, 46, 2, 28, 25, 0, 50, 37, 14, 17, 16, 22, 34, 44, 19, 21];3297481;3297481.0;gibbs
1;[0, 0, 0, 0, 0, 23, 42, 30, 12, 0, 7, 0, 0, 0, 0, 5, 26, 21, 0, 25, 11, 0, 0, 12, 45, 0, 39, 25, 0, 6, 34, 0, 0, 15, 40, 0, 10, 0, 24, 24, 3, 44, 20, 5, 47, 36, 46, 50, 0, 0, 0, 37, 42, 17, 33, 43, 9, 1, 0, 28];2769717;2769717.0;gibbs
1;[0, 4, 45, 5, 11, 1, 9, 20, 28, 6, 7, 0, 8, 42, 12, 29, 32, 2, 37, 13, 0, 22, 0, 0, 18, 39, 24, 0, 0, 38, 9, 31, 0, 40, 16, 15, 10, 0, 23, 6, 27, 35, 30, 28, 47, 46, 36, 50, 25, 0, 21, 49, 29, 17, 34, 3, 33, 14, 19, 5];3285361;3285361.0;initial
1;[0, 9, 6, 0, 0, 0, 13, 5, 11, 14, 7, 0, 8, 0, 42, 16, 29, 1, 18, 10, 20, 38, 0, 21, 26, 36, 23, 10, 0, 41, 13, 31, 0, 40, 45, 43, 2, 0, 24, 36, 3, 32, 30, 11, 47, 46, 39, 28, 25, 12, 50, 0, 15, 17, 34, 22, 33, 19, 44, 21];3406495;3406495.0;gibbs
1;[0, 0, 26, 0, 0, 23, 0, 0, 0, 0, 7, 0, 0, 0, 21, 8, 0, 1, 0, 0, 12, 37, 0, 0, 0, 36, 39, 0, 0, 45, 0, 8, 0, 40, 43, 0, 0, 0, 24, 24, 4, 0, 5, 11, 47, 10, 0, 25, 0, 0, 42, 0, 0, 17, 33, 22, 34, 6, 0, 0];2195016;2195016.0;gibbs
1;[0, 0, 22, 0, 0, 0, 6, 0, 5, 0, 7, 0, 0, 0, 0, 0, 0, 1, 0, 0, 12, 45, 0, 0, 0, 0, 24, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 15, 30, 5, 47, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0];1482699;1482699.0;gibbs
1;[0, 3, 26, 0, 0, 23, 5, 0, 7, 34, 21, 0, 40, 0, 0, 18, 24, 11, 9, 9, 20, 31, 0, 7, 0, 0, 39, 0, 0, 0, 33, 18, 0, 37, 0, 43, 10, 0, 0, 34, 4, 0, 30, 5, 47, 46, 36, 25, 42, 12, 50, 44, 28, 17, 1, 8, 2, 6, 13, 28];2921445;2921445.0;gibbs
1;[23, 0, 26, 0, 0, 0, 9, 30, 7, 0, 21, 0, 0, 0, 0, 6, 15, 1, 0, 23, 12, 37, 0, 7, 3, 36, 39, 0, 0, 45, 9, 31, 0, 40, 43, 34, 2, 0, 24, 24, 4, 8, 5, 11, 47, 10, 46, 25, 0, 0, 42, 0, 6, 17, 33, 22, 44, 16, 50, 11];3001687;3001687.0;gibbs
1;[23, 0, 26, 0, 0, 0, 0, 5, 7, 11, 21, 0, 15, 0, 0, 45, 35, 1, 0, 23, 12, 37, 0, 7, 3, 36, 39, 30, 0, 45, 8, 9, 0, 40, 43, 0, 2, 0, 24, 9, 4, 13, 20, 28, 47, 10, 46, 25, 0, 0, 42, 50, 6, 17, 33, 22, 34, 16, 0, 28];3028570;3028570.0;gibbs
1;[0, 4, 31, 0, 0, 23, 9, 5, 42, 33, 7, 0, 13, 0, 50, 18, 49, 1, 40, 14, 11, 45, 0, 42, 27, 2, 39, 0, 0, 8, 29, 43, 0, 15, 38, 26, 10, 0, 0, 24, 3, 19, 20, 28, 47, 46, 36, 17, 25, 30, 12, 41, 9, 21, 6, 22, 34, 16, 44, 28];3348029;3348029.0;gibbs
1;[10, 4, 31, 0, 0, 0, 9, 5, 42, 33, 7, 0, 40, 0, 50, 18, 49, 1, 18, 13, 11, 38, 46, 42, 41, 0, 21, 36, 0, 8, 9, 43, 0, 29, 32, 0, 39, 0, 2, 10, 14, 19, 20, 28, 47, 24, 23, 17, 25, 0, 30, 48, 13, 12, 6, 22, 34, 16, 44, 28];3321154;3321154.0;gibbs
1;[0, 4, 22, 7, 0, 23, 42, 12, 7, 34, 21, 0, 44, 0, 0, 45, 26, 1, 0, 5, 11, 37, 0, 20, 40, 28, 39, 42, 0, 0, 9, 0, 0, 43, 0, 33, 10, 0, 24, 28, 31, 8, 30, 5, 47, 36, 46, 17, 0, 0, 50, 15, 0, 25, 6, 3, 2, 16, 0, 20];3070190;3070190.0;gibbs
1;[0, 0, 26, 0, 0, 23, 0, 30, 0, 0, 7, 0, 0, 0, 21, 0, 0, 1, 0, 0, 12, 37, 0, 0, 45, 36, 39, 0, 0, 45, 8, 0, 0, 40, 0, 43, 2, 0, 24, 36, 4, 0, 5, 11, 47, 10, 46, 25, 0, 0, 42, 0, 0, 17, 33, 22, 34, 6, 9, 0];2590690;2590690.0;gibbs
1;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 17, 0, 0, 0, 0, 0, 25, 0, 26, 0, 0, 9, 0];586000;586000.0;gibbs
1;[5, 6, 45, 11, 0, 23, 20, 30, 28, 8, 7, 0, 15, 0, 42, 29, 37, 1, 18, 9, 12, 38, 0, 20, 18, 39, 24, 28, 0, 33, 16, 29, 0, 40, 31, 32, 10, 0, 2, 2, 13, 35, 0, 0, 0, 46, 36, 25, 50, 0, 21, 41, 9, 17, 14, 22, 34, 19, 44, 5];2960376;2960376.0;gibbs
1;[7, 4, 40, 0, 0, 1, 6, 5, 7, 8, 21, 0, 43, 0, 11, 29, 31, 2, 26, 9, 20, 18, 0, 25, 28, 36, 24, 0, 0, 38, 6, 29, 0, 13, 45, 32, 10, 0, 23, 23, 14, 16, 0, 28, 47, 39, 46, 17, 42, 12, 50, 37, 0, 30, 34, 3, 33, 19, 44, 25];3266446;3266446.0;gibbs
1;[0, 4, 40, 0, 0, 1, 6, 0, 0, 8, 7, 0, 43, 17, 21, 29, 31, 2, 26, 9, 0, 18, 0, 42, 12, 36, 24, 12, 0, 38, 6, 29, 0, 13, 45, 32, 10, 0, 23, 23, 14, 16, 5, 11, 47, 39, 46, 20, 25, 28, 50, 37, 9, 30, 34, 3, 33, 19, 44, 11];3180531;3180531.0;gibbs
1;[0, 9, 13, 0, 0, 0, 14, 0, 42, 8, 5, 0, 15, 7, 50, 26, 29, 1, 4, 19, 11, 18, 0, 42, 33, 36, 39, 0, 0, 38, 14, 31, 0, 40, 45, 43, 10, 0, 24, 36, 3, 32, 20, 28, 47, 46, 2, 17, 12, 30, 21, 37, 19, 25, 6, 22, 34, 16, 44, 28];3300307;3300307.0;gibbs
1;[0, 6, 45, 5, 11, 23, 16, 20, 28, 8, 7, 0, 15, 0, 42, 29, 37, 1, 18, 9, 0, 38, 0, 0, 18, 39, 0, 0, 0, 33, 16, 29, 0, 40, 31, 32, 10, 0, 2, 2, 13, 35, 12, 28, 47, 46, 36, 25, 50, 30, 21, 41, 9, 17, 14, 22, 34, 19, 44, 5];3173413;3173413.0;gibbs
1;[0, 4, 22, 0, 0, 23, 42, 12, 7, 34, 21, 0, 44, 0, 0, 45, 26, 1, 37, 5, 11, 37, 0, 20, 40, 28, 39, 42, 0, 45, 9, 0, 0, 43, 13, 33, 10, 0, 24, 24, 31, 8, 30, 5, 47, 36, 46, 17, 0, 0, 50, 15, 7, 25, 6, 3, 2, 16, 0, 20];3091613;3091613.0;gibbs
1;[0, 4, 40, 0, 0, 23, 6, 5, 7, 8, 21, 0, 43, 0, 42, 29, 31, 1, 26, 9, 11, 18, 0, 7, 3, 36, 24, 0, 0, 15, 6, 29, 0, 13, 45, 32, 10, 0, 2, 36, 14, 16, 20, 28, 47, 39, 46, 17, 50, 12, 30, 37, 9, 25, 34, 22, 33, 19, 44, 28];3423044;3423044.0;gibbs
1;[0, 15, 26, 0, 0, 23, 9, 5, 7, 30, 21, 0, 35, 0, 11, 45, 13, 1, 0, 14, 12, 37, 0, 7, 3, 36, 39, 0, 0, 45, 9, 19, 0, 40, 43, 34, 2, 0, 0, 24, 4, 8, 20, 28, 47, 10, 46, 25, 0, 0, 42, 50, 14, 17, 33, 22, 44, 6, 0, 28];3072968;3072968.0;gibbs
