__offset_x;kk;objective;x;_objective;_source
1;3;464620;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 3, 1, 1, 3, 1, 3, 1, 3, 2, 2, 2, 2, 2, 3, 1, 3, 3, 3, 3];464620.0;gibbs
1;3;329102;[1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 3, 3, 1, 1, 3, 2, 2, 1, 2, 3, 3, 2, 2, 3, 2, 2, 3, 2, 3, 3];329102.0;gibbs
1;3;284486;[1, 1, 2, 1, 2, 1, 3, 1, 2, 2, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 3, 1, 3, 3, 2, 2, 1, 3, 3, 3, 3, 3, 3, 3];284486.0;initial
1;3;168334;[1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 3, 3, 2, 1, 2, 3, 3, 2, 3, 3, 3, 1, 3, 2, 1, 3];168334.0;initial
1;3;95000;[1, 2, 3, 1, 3, 3, 3, 1, 2, 2, 1, 1, 1, 2, 1, 3, 3, 1, 2, 1, 3, 1, 3, 2, 2, 2, 1, 1, 3, 3, 2, 3, 2, 3];95000.0;gibbs
1;3;380648;[1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 3, 3, 1, 3, 2, 2, 2, 3, 2, 3, 3, 2, 3, 3, 3];380648.0;gibbs
1;3;507304;[1, 2, 2, 2, 1, 1, 1, 1, 3, 2, 1, 1, 1, 2, 3, 2, 1, 1, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];507304.0;gibbs
1;3;432702;[1, 1, 2, 3, 1, 1, 1, 1, 2, 3, 1, 1, 3, 3, 3, 3, 1, 1, 3, 1, 2, 1, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 3];432702.0;initial
1;3;346042;[1, 2, 3, 2, 1, 3, 1, 2, 1, 3, 1, 1, 2, 2, 3, 3, 1, 1, 3, 1, 3, 1, 3, 3, 2, 1, 3, 3, 3, 3, 2, 3, 3, 3];346042.0;gibbs
1;3;398330;[1, 1, 1, 1, 1, 2, 2, 1, 3, 3, 1, 1, 1, 2, 2, 3, 2, 1, 3, 1, 2, 1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3];398330.0;initial
1;3;15264;[1, 2, 3, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 3, 2, 1, 2, 2, 3, 2, 1, 3, 3, 3, 1, 2, 3, 3];15264.0;gibbs
1;3;240000;[1, 1, 1, 1, 1, 2, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 1, 3, 1, 2, 1, 2, 2, 3, 3, 3, 3, 2, 3, 3, 2, 1, 3];240000.0;gibbs
1;3;549870;[1, 1, 2, 1, 2, 2, 2, 1, 3, 2, 1, 1, 1, 1, 3, 3, 2, 1, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];549870.0;initial
1;2;292186;[1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2];292186.0;gibbs
1;3;348334;[1, 1, 1, 1, 2, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 3, 1, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3];348334.0;initial
1;3;321416;[1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 2, 3, 1, 1, 3, 1, 3, 1, 3, 3, 3, 2, 3, 2, 2, 1, 2, 3, 2, 3];321416.0;gibbs
1;3;237306;[1, 2, 2, 2, 3, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 1, 3, 3, 3, 3, 3, 3];237306.0;gibbs
1;3;202954;[1, 1, 1, 1, 1, 2, 1, 2, 2, 3, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2];202954.0;initial
1;3;79110;[1, 1, 1, 2, 3, 3, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 2, 3, 2, 3, 2, 2, 3, 3, 1, 2, 1, 3];79110.0;gibbs
1;3;547566;[1, 2, 2, 2, 1, 1, 1, 2, 3, 2, 1, 1, 1, 2, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];547566.0;initial
1;3;308844;[1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 3, 1, 3, 2, 2, 2, 3, 2, 3, 3, 3, 3, 2, 3];308844.0;gibbs
1;3;95776;[1, 2, 2, 3, 3, 3, 2, 3, 2, 2, 1, 1, 3, 1, 1, 3, 3, 1, 1, 3, 1, 2, 1, 1, 2, 2, 3, 2, 2, 1, 2, 1, 1, 1];95776.0;gibbs
1;3;150640;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1];150640.0;gibbs
1;3;251178;[1, 2, 3, 2, 1, 1, 1, 2, 3, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 3, 3, 1, 3, 3, 1, 2, 1, 1, 1];251178.0;initial
1;3;442578;[1, 2, 3, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 3, 3, 1, 1, 3, 1, 3, 1, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3];442578.0;initial
1;3;72166;[1, 1, 2, 1, 1, 2, 3, 2, 1, 2, 1, 1, 2, 3, 2, 3, 3, 1, 3, 1, 1, 1, 1, 3, 2, 1, 1, 3, 3, 2, 1, 1, 2, 3];72166.0;initial
1;2;354866;[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2];354866.0;gibbs
1;3;239864;[1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 1, 3];239864.0;gibbs
1;3;518334;[1, 1, 2, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 3, 3, 3, 1, 3, 1, 3, 1, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3];518334.0;initial
1;3;12694;[1, 1, 1, 2, 3, 1, 2, 2, 2, 1, 1, 1, 3, 1, 2, 3, 2, 1, 2, 3, 1, 1, 1, 3, 3, 2, 3, 3, 2, 3, 1, 1, 3, 1];12694.0;gibbs
1;3;399614;[1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 3, 1, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3];399614.0;initial
1;3;447312;[1, 2, 2, 2, 1, 1, 3, 2, 3, 3, 1, 1, 1, 2, 3, 3, 1, 1, 3, 3, 3, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3];447312.0;gibbs
1;3;383722;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 3, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2];383722.0;gibbs
1;3;418078;[1, 1, 1, 1, 2, 2, 2, 1, 2, 3, 1, 1, 3, 1, 3, 3, 2, 1, 3, 3, 2, 1, 2, 3, 2, 2, 3, 3, 2, 3, 3, 2, 3, 3];418078.0;gibbs
1;3;211802;[1, 1, 2, 3, 2, 3, 1, 1, 2, 2, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2];211802.0;gibbs
1;3;284996;[1, 1, 1, 1, 1, 1, 2, 1, 2, 3, 1, 1, 1, 3, 2, 2, 1, 1, 3, 1, 2, 1, 2, 3, 2, 2, 1, 3, 2, 3, 2, 2, 3, 3];284996.0;initial
1;3;488342;[1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 3, 3, 1, 1, 3, 2, 3, 1, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3];488342.0;initial
1;3;506820;[1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 3, 3, 1, 1, 3, 1, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 2, 3, 3, 3];506820.0;gibbs
1;3;238074;[1, 2, 2, 2, 3, 3, 1, 2, 3, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 3, 2, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3];238074.0;initial
1;3;47304;[1, 1, 1, 1, 2, 1, 2, 2, 2, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 1, 2, 3, 1];47304.0;gibbs
1;3;93336;[1, 1, 2, 3, 3, 3, 3, 3, 3, 2, 1, 1, 2, 3, 1, 3, 1, 1, 3, 1, 3, 1, 3, 2, 3, 3, 1, 3, 2, 3, 3, 3, 3, 3];93336.0;gibbs
1;3;526808;[1, 2, 3, 2, 1, 1, 1, 2, 3, 3, 1, 1, 1, 2, 3, 3, 1, 1, 3, 2, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3];526808.0;initial
1;3;-51666;[1, 2, 3, 1, 3, 3, 1, 1, 3, 1, 1, 3, 2, 3, 1, 1, 3, 1, 1, 1, 3, 2, 3, 2, 3, 3, 1, 3, 2, 1, 1, 3, 2, 1];-51666.0;gibbs
1;3;437946;[1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 3, 1, 3, 1, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 2, 3];437946.0;initial
1;3;65764;[1, 2, 1, 3, 2, 3, 3, 1, 2, 1, 1, 1, 3, 3, 1, 1, 3, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 1, 2, 3, 2, 2, 1, 1];65764.0;gibbs
1;3;39498;[1, 2, 3, 2, 3, 3, 2, 2, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 3, 1, 3, 3, 2, 3, 1, 2, 3, 1, 3, 3, 1, 3];39498.0;initial
1;3;419608;[1, 1, 2, 1, 3, 1, 1, 1, 3, 2, 1, 1, 1, 1, 2, 2, 1, 1, 3, 1, 3, 1, 3, 3, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3];419608.0;initial
1;3;86532;[1, 1, 1, 2, 1, 3, 1, 2, 3, 1, 1, 3, 2, 1, 2, 3, 2, 1, 2, 1, 3, 1, 3, 3, 3, 3, 3, 2, 2, 1, 1, 3, 1, 3];86532.0;gibbs
1;3;379096;[1, 1, 2, 1, 2, 2, 2, 1, 3, 3, 1, 1, 1, 1, 1, 2, 2, 1, 3, 1, 2, 1, 2, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3];379096.0;gibbs
1;3;532952;[1, 1, 1, 1, 2, 2, 2, 1, 3, 1, 1, 1, 1, 1, 3, 3, 2, 1, 3, 1, 3, 1, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 3];532952.0;initial
1;3;499100;[1, 1, 1, 1, 1, 2, 2, 1, 3, 2, 1, 1, 1, 1, 3, 3, 2, 1, 2, 1, 3, 1, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3];499100.0;initial
1;3;384510;[1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 3, 2, 1, 2, 2, 3, 2, 2, 2, 3, 3, 2, 2, 2, 2];384510.0;initial
1;3;331412;[1, 1, 2, 1, 2, 3, 1, 1, 2, 2, 1, 1, 1, 3, 1, 2, 3, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2];331412.0;gibbs
1;3;362560;[1, 1, 1, 1, 1, 2, 2, 1, 3, 1, 1, 1, 1, 1, 3, 2, 2, 1, 3, 1, 2, 1, 2, 2, 3, 3, 3, 3, 2, 2, 3, 2, 3, 3];362560.0;gibbs
1;3;340646;[1, 2, 3, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 3, 1, 1, 3, 2, 3, 1, 3, 3, 3, 1, 3, 3, 3, 3, 2, 3, 3, 3];340646.0;initial
1;3;375246;[1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3, 1, 3, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 3];375246.0;initial
1;3;410252;[1, 1, 2, 1, 1, 1, 3, 1, 2, 2, 1, 1, 1, 1, 3, 1, 3, 1, 3, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2];410252.0;gibbs
1;3;333728;[1, 1, 2, 1, 3, 3, 3, 3, 2, 2, 1, 1, 1, 2, 2, 2, 3, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2];333728.0;initial
1;3;464482;[1, 1, 1, 1, 1, 2, 2, 3, 3, 1, 1, 2, 1, 1, 3, 2, 2, 1, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];464482.0;gibbs
1;2;298338;[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2];298338.0;gibbs
1;3;460382;[1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 3, 1, 1, 3, 3, 2, 1, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 3];460382.0;gibbs
1;3;316022;[1, 2, 2, 2, 3, 1, 1, 2, 2, 3, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 2, 1, 2, 3, 2, 2, 3, 3, 2, 3, 3, 2, 3, 3];316022.0;gibbs
1;3;319486;[1, 1, 1, 1, 2, 2, 2, 1, 3, 1, 1, 3, 1, 1, 3, 3, 2, 1, 3, 1, 2, 1, 2, 3, 3, 3, 3, 3, 2, 3, 3, 2, 1, 3];319486.0;gibbs
1;3;419878;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2];419878.0;initial
1;3;270638;[1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 3, 1, 1, 2, 2, 1, 3, 1, 2, 1, 2, 3, 3, 2, 3, 1, 2, 3, 2, 2, 3, 3];270638.0;initial
1;3;453850;[1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3, 3, 2, 1, 3, 1, 3, 1, 3, 3, 3, 2, 3, 1, 3, 3, 2, 3, 3, 3];453850.0;initial
1;3;112946;[1, 2, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 2, 3, 3, 1, 1, 1, 3, 2, 2, 2, 3, 2, 1, 2, 3, 2, 2, 3, 2, 1, 3];112946.0;initial
1;3;383720;[1, 1, 1, 2, 1, 2, 3, 1, 3, 1, 1, 1, 1, 1, 2, 3, 2, 1, 3, 1, 3, 1, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3];383720.0;gibbs
1;3;354484;[1, 1, 2, 3, 1, 1, 1, 3, 3, 2, 1, 1, 1, 3, 2, 3, 1, 1, 3, 1, 3, 1, 3, 2, 3, 3, 2, 2, 3, 2, 3, 3, 3, 2];354484.0;gibbs
1;3;202182;[1, 2, 3, 3, 1, 1, 1, 3, 1, 3, 1, 1, 2, 3, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 3, 1, 2, 1, 1, 1];202182.0;initial
1;3;281040;[1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 3, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 1, 2, 2, 2];281040.0;initial
1;3;334228;[1, 1, 1, 1, 2, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2];334228.0;gibbs
1;3;28334;[1, 1, 2, 3, 2, 2, 1, 2, 1, 2, 1, 1, 3, 2, 3, 2, 3, 1, 2, 3, 2, 2, 2, 1, 2, 1, 1, 2, 2, 1, 3, 2, 3, 2];28334.0;initial
1;2;387178;[1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];387178.0;gibbs
1;3;391406;[1, 1, 1, 1, 1, 2, 1, 1, 3, 3, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 3, 1, 3, 2, 3, 3, 3, 1, 3, 2, 2, 3, 2, 3];391406.0;initial
1;3;277568;[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 1, 2];277568.0;initial
1;3;19488;[1, 2, 3, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 3, 2, 1, 2, 2, 2, 3, 2, 1, 2, 2, 2, 2, 1, 3];19488.0;initial
1;3;343456;[1, 1, 2, 1, 3, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 3, 1, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 2];343456.0;gibbs
1;3;-4760;[1, 1, 2, 1, 3, 3, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 3, 3];-4760.0;initial
1;3;556798;[1, 2, 2, 2, 1, 1, 1, 2, 3, 2, 1, 1, 2, 2, 3, 1, 1, 1, 3, 2, 3, 1, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3];556798.0;initial
1;3;63074;[1, 2, 1, 1, 1, 3, 3, 1, 3, 2, 1, 1, 1, 1, 2, 3, 3, 1, 3, 1, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 1];63074.0;gibbs
1;3;288332;[1, 1, 1, 1, 1, 2, 2, 3, 3, 2, 1, 1, 2, 2, 3, 2, 2, 1, 3, 2, 3, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3];288332.0;gibbs
1;3;535384;[1, 1, 1, 1, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1, 3, 3, 1, 1, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];535384.0;initial
1;3;335002;[1, 2, 3, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 3, 2, 2, 1, 1, 3, 3, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 2, 2, 2, 3];335002.0;initial
1;3;27558;[1, 1, 2, 3, 1, 2, 2, 2, 3, 2, 1, 1, 2, 3, 2, 2, 2, 1, 1, 2, 3, 2, 3, 2, 3, 3, 3, 1, 2, 1, 2, 3, 3, 3];27558.0;gibbs
1;3;406794;[1, 2, 1, 2, 1, 1, 1, 2, 3, 1, 1, 1, 1, 2, 3, 3, 1, 1, 1, 3, 3, 1, 3, 3, 3, 3, 2, 1, 3, 3, 3, 3, 3, 3];406794.0;initial
1;3;257940;[1, 2, 2, 1, 3, 1, 1, 1, 3, 2, 1, 1, 1, 2, 2, 2, 1, 1, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 1, 2, 3, 3, 2];257940.0;initial
1;3;273712;[1, 1, 1, 1, 2, 1, 2, 3, 2, 3, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 2, 1, 2, 3, 2, 2, 3, 3, 2, 3, 1, 2, 3, 3];273712.0;gibbs
1;3;454486;[1, 1, 2, 1, 3, 1, 1, 1, 3, 2, 1, 1, 1, 1, 2, 3, 1, 1, 3, 1, 3, 1, 3, 2, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3];454486.0;initial
1;3;520002;[1, 2, 2, 1, 1, 1, 1, 2, 3, 2, 1, 1, 1, 2, 3, 2, 1, 1, 3, 1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];520002.0;gibbs
1;3;507568;[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 3, 2, 3, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2];507568.0;gibbs
1;3;401026;[1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 3, 3, 2, 1, 2, 1, 3, 1, 3, 2, 2, 2, 3, 3, 3, 3, 2, 3, 2, 3];401026.0;initial
1;3;88344;[1, 2, 2, 2, 3, 1, 1, 2, 2, 3, 1, 1, 1, 2, 1, 2, 1, 1, 1, 3, 3, 1, 3, 3, 2, 2, 1, 2, 2, 3, 3, 3, 1, 2];88344.0;gibbs
1;3;434868;[1, 1, 2, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 2, 2, 1, 1, 3, 1, 3, 1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2];434868.0;initial
1;3;395264;[1, 2, 3, 2, 1, 3, 1, 2, 3, 3, 1, 1, 1, 2, 3, 3, 1, 1, 3, 2, 3, 1, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3];395264.0;initial
1;3;348712;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 3, 2, 3, 2, 2, 2, 2, 2, 3, 2, 3, 3, 3, 3];348712.0;initial
1;3;35002;[1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 1, 1, 3, 1, 3, 1, 2, 1, 2, 1, 1, 3, 1, 3, 3, 2, 1, 1, 2, 1, 3, 1, 1, 2];35002.0;initial
1;3;198838;[1, 1, 2, 2, 1, 3, 2, 2, 2, 2, 1, 1, 3, 2, 2, 2, 2, 1, 3, 1, 1, 1, 1, 3, 2, 2, 3, 2, 2, 3, 3, 1, 3, 3];198838.0;gibbs
1;3;111930;[1, 1, 2, 3, 2, 2, 2, 2, 2, 1, 1, 2, 3, 3, 3, 3, 2, 1, 3, 1, 1, 2, 1, 2, 3, 2, 3, 3, 2, 3, 1, 1, 3, 3];111930.0;initial
1;3;293460;[1, 1, 1, 2, 3, 3, 3, 2, 3, 3, 1, 1, 1, 2, 2, 3, 3, 1, 3, 1, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3];293460.0;gibbs
1;3;332180;[1, 1, 1, 1, 2, 2, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 2, 1, 2, 2, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3];332180.0;gibbs
1;3;381020;[1, 1, 1, 1, 1, 2, 3, 3, 3, 1, 1, 1, 1, 1, 2, 3, 3, 1, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];381020.0;gibbs
1;3;247596;[1, 2, 2, 3, 3, 3, 3, 2, 2, 1, 1, 1, 3, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 1, 2, 1, 1, 1];247596.0;gibbs
1;3;313338;[1, 2, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 2, 2, 1, 1, 3, 1, 2, 1, 2, 2, 3, 2, 2, 3, 3, 2, 2, 2, 2, 3];313338.0;gibbs
1;3;298340;[1, 1, 2, 1, 1, 2, 1, 3, 2, 2, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2];298340.0;gibbs
1;2;438844;[1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2];438844.0;initial
1;3;393340;[1, 1, 1, 1, 1, 2, 2, 3, 3, 1, 1, 1, 1, 1, 3, 3, 2, 1, 3, 1, 3, 1, 3, 2, 2, 3, 3, 2, 3, 1, 3, 3, 3, 3];393340.0;gibbs
1;3;288332;[1, 1, 2, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 2, 1, 2, 1, 3, 1, 3, 1, 3, 3, 3, 2, 3, 2, 2, 1, 2, 3, 2, 3];288332.0;gibbs
1;3;241416;[1, 2, 2, 3, 1, 1, 1, 3, 3, 2, 1, 1, 2, 3, 2, 3, 2, 1, 3, 2, 3, 2, 3, 2, 3, 3, 2, 2, 2, 2, 3, 3, 3, 2];241416.0;gibbs
1;3;255244;[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 3, 3];255244.0;gibbs
1;3;359490;[1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 3, 1, 3, 2, 2, 2, 3, 2, 3, 2, 2, 3, 3, 3];359490.0;gibbs
1;3;241408;[1, 1, 2, 3, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 3, 1, 3, 2, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3];241408.0;gibbs
1;3;474486;[1, 2, 2, 2, 1, 1, 3, 2, 3, 2, 1, 1, 2, 2, 3, 3, 1, 1, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];474486.0;initial
1;3;191406;[1, 2, 2, 1, 3, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3, 2, 1, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 3, 3];191406.0;gibbs
1;3;179098;[1, 2, 2, 3, 1, 1, 1, 1, 2, 3, 1, 1, 3, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 3, 2, 2, 3, 3, 1, 3, 3];179098.0;gibbs
1;3;493358;[1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 3, 3, 1, 1, 3, 1, 3, 1, 3, 3, 2, 2, 3, 1, 2, 3, 2, 3, 3, 3];493358.0;gibbs
1;3;388844;[1, 2, 2, 1, 1, 3, 3, 2, 3, 2, 1, 1, 1, 2, 3, 2, 3, 1, 3, 2, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];388844.0;gibbs
1;3;308326;[1, 1, 2, 2, 1, 2, 3, 2, 3, 3, 1, 1, 2, 2, 2, 3, 2, 1, 3, 1, 1, 1, 1, 3, 3, 3, 3, 3, 2, 3, 3, 1, 3, 3];308326.0;gibbs
